images/SonyImages/Sony/short/00001_00_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_01_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_02_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_03_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_04_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_05_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_06_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_07_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_08_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
images/SonyImages/Sony/short/00001_09_0.1s.ARW,images/SonyImages/Sony/long/00001_00_10s.ARW
